question,stu_answer,grade
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,فاصدع بما تؤمر وأعرض عن المشركين,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,"قال الله تعالى
بسم الله الرحمان الرحيم : فاصدع بما تؤمر وأعرض عن المشركين صدق الله العظيم. 
",0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,فاصدع بما تورونتو و أعرض عن المشركين ,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,فاصدع بما تومنوا و أعرض عن المشركين,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,و,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,فاصدع بما تؤمر واعرض عن المشركين ,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,فاصدع بما تومر و اعرض عن المشركين ,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,فصدع بما تمر وأعرض عن المشركين,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,قال تعالى:(فاصدع بما تؤمر و أعرض عن المشركين,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,و اجهر بما تؤمر و اعرض عن المشركين,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,بسم الله رحمان رحيم فاصدع بما تؤمر و اعرض عن مشركين سورة الحجر,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,فاصدع بما تومر و اعرض عن المشركين ,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,"""فاصدع بما تومر وأعرض عن المشركين""
سورة الحجر.",0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,فما لهم عن التذكرة معرضين,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,فاصدع بما تومر و اعرض عن تلمشركين .,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,الآية هي : فاصدع  بما تومر  و  أعرض  عن  المشتركين ,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,"(فاصدع بما تومر و اعرض عن المشركين)
(فما لهم عن التذكرة معرضين )",0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,"فاصدع بما تومر و اعرض عن المشركين
فما لهم عن التذكرة معرضين",0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,فاصدع بما تومر و أعرض عن المشركين.,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,فاجهر بما تؤمر واعرض عن المشركين.,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,فاصدع بما تومرون و أعرض عن المشركين,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,الصدع بما تامر وأعرض عن المشركين,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,( فانذر عشيرتك الاقربين ),0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,فاصدع بما تومر و أعرض عن المشركين ,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,قال ياقوم اني لكم ندير مبين ان اعبدوا الله واتقره و أطعون,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,سورة الحجر,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,فاصدع بما تومر و أعرض عن المشركين ,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,"فما لهم عن تذكرة معرضين.
فاثدع بما تومر واعرض عن المشركين.",0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,الايه هي ؛ {فاصدع بما تومر و اعرض عن المشركين},0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,فاصدع بما تومروا والعرض عن المشاركين,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,فاصدع بما أومر و اعرض عن المشركين,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,{فاصدع بما تومر و اعرض عن المشركين},0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,"قول تعالى ""فاصدع بما تؤمر و اعرض عن المشركين"" ",0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,~{فاصدع بما تومر و اعرض عن المشركين}~,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,و اجهر بما تؤمر و اعرض عن المشركين,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,فاصدع بما تومر و اعرض عن المشركين.,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,فمالهم عن التذكرة معرضين,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟, قا الله تعالى: (فاصدع بما تومر و اعرض عن المشركين). ,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,(فاصدع بما تومر وأعرض عن المشركين). ,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,قال الله تعالى فاصدع بما تومر و أعرض عن المشركين ,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,بسم الله الرحمان الرحيم:يأيها المدثر قم فأنذر وربك أكبر وثيابك فطره.        صدق الله العظيم,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,فاصدع بما تومر و اعرض عن المشركين,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,قال الله -تعالى-: (وَأَنذِرْ عَشِيرَت الأقربين),0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,قال تعالى  : (فاصدع  بما تورموا  واعرض عن المشاركين  ) ,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,ذلك الكتاب لا ريب فيه هدا للمتقين,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,ا جهر بما تومر و اعرض عن المشركين ,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,قال الله تعالى : (فاصدع بما تومر و اعرض عن المشركين),0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,فاسده بما تومر و أعرض عن المشركين,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,(فاصدع بما تومر و اعر على المشركين),0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,فايده بما أومر و اعرض عن المشركين,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,فاصدع بما تومر و أعرض عن المشركين ,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,قال الله تعالى لرسوله: فاصدع بما تومر و اعرض عن المشركين,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,فما لهم عن التذكرة معرضين ,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,قال الله تعالى (و أنذر عشيرتك الأقربين),0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,فاصدع بما تؤمر و أعرض عن المشركين,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,الآيات هي:(وانذر عشيرتك الأقربين)و(فصدع بما تومر و اعرض عن المشركين).  ,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,و أنذر عشيرتك الأقربين ,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,يا ايها المدثر قم فاندر والى ربك فكبر,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,""" ‏و اصدع بما تؤمر و اعرض عن المشركين "" .",0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,ادع الى سبيل ربك بالحكمةوالموعظة الحسنة,0
اذكر آية تبين أمر الله لرسوله بالجهر بالدعوة؟,الآية: ادعو إلى سبيل ربك بالحكمة و الموعضة,0
من هم آل ياسر؟,هم قوم سالح,0
من هم آل ياسر؟,صحابة رضوان,0
من هم آل ياسر؟,هم أسرة مباركة تم تعذيبهم من طرف المشركين,0
من هم آل ياسر؟,صحابة تعرضوا عن أذى رسول الله (ص),0
من هم آل ياسر؟,الأب ياسر و الأم سمية و ابنهما عمار ,0
من هم آل ياسر؟,آل ياسر هم أسرة مكونة من أب و أم و ولد هم أسرة سلموا عرفوا دين الحق أو الإسلام.,0
من هم آل ياسر؟,آل ياسر هم أسرة مكونة من ثلاثة أفراد تعرضوا الأذى لأنهم أمن بالله,0
من هم آل ياسر؟,هم أول الناس من آمن بالرسول,0
من هم آل ياسر؟,ال ياسر هم عائلة هاجرت من اليمن إلى مكة.,0
من هم آل ياسر؟,صحابة رضوان ,0
من هم آل ياسر؟,صحابة رضوان,0
من هم آل ياسر؟,تسؤززسزسن,0
من هم آل ياسر؟,"تعد أسرة آل ياسر واحدةً من أعظم الأُسر في الإسلام

",0
من هم آل ياسر؟,هم المشركون,0
من هم آل ياسر؟,هم عائلة مؤمنة بالله تتكون من ياسر الزوج و سمية الزوجة و عمار الإبن ,0
من هم آل ياسر؟,أسرة مكونة من ثلاثة أفراد ,0
من هم آل ياسر؟,هم سمية و ياسر و عمار,0
من هم آل ياسر؟,هم قوم صبرو على اذى المشركين و استشهدوا في سبيل دينهم,0
من هم آل ياسر؟,هم  من اوائل الاسر الذين اعلنو اسلامهم,0
من هم آل ياسر؟,هم عائلة مؤمنة بالله تتكون من ياسر الزوج و سمية الزوجة و عمار الابن ,0
من هم آل ياسر؟,آل ياسر هم عائلة يتكون منها الأب و الأم و الولد,0
من هم آل ياسر؟,هو ياسرأبو عمار،زوجته سمية ،إبنه عمار.,0
من هم آل ياسر؟,عائلة متكونة من ثلاث افراد ,0
من هم آل ياسر؟,المشركون,0
من هم آل ياسر؟,من أول آمن برسالة الرسول ( ص ),0
من هم آل ياسر؟,,0
من هم آل ياسر؟,آل  ياسر هم  أسرة  تعرضوا  إلى الأذى بسبب  إعلانهم  عن  إسلامهم,0
من هم آل ياسر؟,هم اسرة فقيرة مسلمة و هم من الصحابة,0
من هم آل ياسر؟,هم اسرة فقيرة مسلمة وهم من الصحابة,0
من هم آل ياسر؟,مسلمون قتلهم الكفار .,0
من هم آل ياسر؟,آل ياسر هم عائلة شريفة صبروا في سليل آلله ,0
من هم آل ياسر؟,صحابة رضوان,0
من هم آل ياسر؟,آل ياسر هم قوم أسلموا بالرسول صلى الله عليه و سلم فغضب عليهم مواليهم,0
من هم آل ياسر؟,هم إحدى الصحابة الذين تعرضوا عن الأذى مثل عمار بن ياسر,0
من هم آل ياسر؟,هم ناس تعذبوا في حياتهم وفي الأخير فازوا بالجنة,0
من هم آل ياسر؟,رضوان و عمار و ابوه وامه سمية ,0
من هم آل ياسر؟,هم ثلاث إخوة بخيلين,0
من هم آل ياسر؟,إنهم من الصحابة رضوان رضي الله عنهم,0
من هم آل ياسر؟,هم من السابقين الى الاسلام,0
من هم آل ياسر؟,رضوان  - عمار بن ياسر و ابوه ,0
من هم آل ياسر؟,هم من السابقين في الاسلام,0
من هم آل ياسر؟,هم الأسرة التي ضحت في سبيل الله,0
من هم آل ياسر؟,هم عائلة صالحة صدقت بالرسالة رسول الله,0
من هم آل ياسر؟,هم أسره آمنت برسول ألله صلى الله عليه وسلم ,0
من هم آل ياسر؟,إنها أسرة آمنت بالرسول صلى الله عليه وسلم,0
من هم آل ياسر؟,هي أسرة مسلمة,0
من هم آل ياسر؟,أسره آمنت برسول الله صلى الله عليه وسلم ,0
من هم آل ياسر؟,هم أول الشهداء في الإسلام,0
من هم آل ياسر؟,عمار بن ياسر صحابي كان من موالي بني مخزوم,0
من هم آل ياسر؟,هى اسرة تتكون من الاب ياسر و ابن ياسر عمار و زوجة ياسر سمية.,0
من هم آل ياسر؟,هم قوم استشهدوا في سبيل دينهم,0
من هم آل ياسر؟,آل ياسر هم من صحابة الرسول ( ص ) ,0
من هم آل ياسر؟,أول أسرة مبشرة بالجنة,0
من هم آل ياسر؟,هم العاءلة الذين آمرو بالرسول صلى الله عليه وسلم خلال الدعوة جهرا ,0
من هم آل ياسر؟,أول أسرة دخلت في الاسلام,0
من هم آل ياسر؟,آل ياسر هم عائلة صغيرة تتكون من 3 افراد، الام سمية و الاب عمار و الابن ياسر من قبل تعرضوا للاذى من زعيم قبيلة بنوا مخزوم لانهم امنوا بالرسول صلى الله عليه وسلم. ,0
من هم آل ياسر؟,إنهم أول أسرة أسلمت. ,0
من هم آل ياسر؟,"كانوا أهل بيت إسلام
",0
من هم آل ياسر؟,,0
من هم آل ياسر؟,سمية_عمار بن ياسر_ياسر أبو عمار,0
من هم آل ياسر؟,ال ياسر هم من اواءل من اعلنو عن دينهم,0
من هم آل ياسر؟,"آل ياسر هم من أوائل الناس الذين اعتنقوا الإسلام وهم: عمَّار بن ياسر -رضي الله عنه- وأمُّه سميَّة وهي أول شهيدٍ في الإسلام، وأبوه ياسر وأخوه عبد الله بن ياسر.

",0
من هم آل ياسر؟,ال ياسر هم سمية وعمار بن ياسر  و ياسر أبو عمار  الدين عذبوا من طرف  بنو محزوم  بسبب إسلامهم  .,0
من هم آل ياسر؟,هم اول الشهداء في سبيل دين,0
من هم آل ياسر؟,هم أسرة من قبيلة بنو مخزوم ,0
من هم آل ياسر؟,,0
من هم آل ياسر؟,,0
من هم آل ياسر؟,"ال ياسر تتكون من الأب ياسر بن عامر و الأم سمية بنت خياط و عمار بن ياسر و أخوه عبد الله 
",0
من هم آل ياسر؟,,0
من هم آل ياسر؟,أسرة اسلمت في عهد الرسول صلى الله عليه و سلم,0
من هم آل ياسر؟,أسرة مسلمة,0
من هم آل ياسر؟,عائلة اعبدوا بسبب اسلامهم,0
من هم آل ياسر؟,هي اسرة مباركة بشرها رسول الله صلى الله عليه وسلم بالجنة بعد   تعرضها للتعذيب من قبل بني مخزوم,0
من هم آل ياسر؟,هم من آمنوا بالرسول ,0
من هم آل ياسر؟,هم أول عائلة التي دخلت الى الإسلام و تعدبو ولم يستسلموا,0
من هم آل ياسر؟,أسرة أسلمت في عهد الرسول صلى الله عليه وسلم,0
من هم آل ياسر؟,,0
من هم آل ياسر؟,هم ياسر و زوجته سمية و ابنهما عمار...و هاذه هي أول أسرة أسلمت بالكامل. ,0
من هم آل ياسر؟,عمار بن ياسر و أبوه ياسر و أمه سمية أول شهيدة في الإسلام كانو من الأوائل الذين آمنو برسالة محمد (ص),0
من هم آل ياسر؟,هم اسره اسلمو,0
من هم آل ياسر؟,هما ابوه و امه نسيمة,0
من هم آل ياسر؟,إن آل ياسر من أوائل من آمن بدعوة الرسول صلى الله عليه و سلم .,0
من هم آل ياسر؟,آل ياسر هي أول أسرة أعلنت إسلامها,0
من هم آل ياسر؟,أول أسرة أعلمت إسلامها,0
إلى ماذا تعرض آل ياسر؟,,0
إلى ماذا تعرض آل ياسر؟,للعذاب ,0
إلى ماذا تعرض آل ياسر؟,تعرضوا للتعذيب عن طريق رمال مكة المحرقة,0
إلى ماذا تعرض آل ياسر؟,إلى الاذى,0
إلى ماذا تعرض آل ياسر؟,التعذيب حتى الموت ,0
إلى ماذا تعرض آل ياسر؟,"تعرض آل ياسر إلى تعذيب من طرف المشركين فبالتعذيب ماتت الأم ""بنت الخياط"" و مات الأب أيضا و لكن الولد بقي حيا حتى كذب بدين الحق .",0
إلى ماذا تعرض آل ياسر؟,إلى القتل ألا الإبن عمار لأنه ذكر ألسنتهم بخير والرسول (ص) بسوء,0
إلى ماذا تعرض آل ياسر؟,إلى أذى قريش,0
إلى ماذا تعرض آل ياسر؟,تعرض ال ياسر إلى التعديب من طرف أبي جهل.,0
إلى ماذا تعرض آل ياسر؟,العذاب ,0
إلى ماذا تعرض آل ياسر؟,للآدى ,0
إلى ماذا تعرض آل ياسر؟,وسنسمس,0
إلى ماذا تعرض آل ياسر؟,تعرضوا إلى تعذيبهم الأول وضعوه تحت أشعة الشمس الحارقة وأحرقوه بالنار وابوه عذب حتى لفظ أنفاسه و أمه طعنها أبو جهل طعنة قاتلة,0
إلى ماذا تعرض آل ياسر؟,الى الاذى وسوء المعاملة,0
إلى ماذا تعرض آل ياسر؟,الى الاذى البدني بالتعذيب و الحرق بالرمال المحرقة ,0
إلى ماذا تعرض آل ياسر؟,إلى الأذى,0
إلى ماذا تعرض آل ياسر؟,تعرض آل ياسر للتعذيب من طرف مشركين قريش,0
إلى ماذا تعرض آل ياسر؟,الى العنف و الاذى,0
إلى ماذا تعرض آل ياسر؟,ا لى التعذيب حتى الموت,0
إلى ماذا تعرض آل ياسر؟,الى الاذى البدني بالتعذيب و الحرق بالرمال المحرقة ,0
إلى ماذا تعرض آل ياسر؟,تعرض آل ياسر للعذاب ,0
إلى ماذا تعرض آل ياسر؟,تعرض للأذى.,0
إلى ماذا تعرض آل ياسر؟,الى الاذى,0
إلى ماذا تعرض آل ياسر؟,الى العنف ,0
إلى ماذا تعرض آل ياسر؟,إلى الأذى من طرف آل قريش.,0
إلى ماذا تعرض آل ياسر؟,,0
إلى ماذا تعرض آل ياسر؟,تعرض  آل  ياسر إلى الأذى ,0
إلى ماذا تعرض آل ياسر؟,تعرضوا الى الاذى الشديد حيث يعذبون برمال مكة المحرقة,0
إلى ماذا تعرض آل ياسر؟,تعرضوا الى الاذى الشديد من مواليهم بنو مخزوم و يعذبونهم برمال مكة المحرقة,0
إلى ماذا تعرض آل ياسر؟,إلى التعديب ,0
إلى ماذا تعرض آل ياسر؟,تعرضوا للتعديب الشديد من لدون الكفار وحتى استشهدوا.,0
إلى ماذا تعرض آل ياسر؟,العذاب,0
إلى ماذا تعرض آل ياسر؟,تعرض آل ياسر إلى التعديب الرمال مكة المحرقة ,0
إلى ماذا تعرض آل ياسر؟,الأذى برمال مكة المحرقة ,0
إلى ماذا تعرض آل ياسر؟,إلى الموت,0
إلى ماذا تعرض آل ياسر؟,الى الضرب في جو حار بالرمل,0
إلى ماذا تعرض آل ياسر؟,لإنهيار جنتهم,0
إلى ماذا تعرض آل ياسر؟,تعرضوا إلى تعذيبهم برمال مكة المحرقة ,0
إلى ماذا تعرض آل ياسر؟,تعرضوا للآذى و التعذيب ليتركوا دين الاسلام,0
إلى ماذا تعرض آل ياسر؟,كثير من الصحابة,0
إلى ماذا تعرض آل ياسر؟,الى الاذى,0
إلى ماذا تعرض آل ياسر؟,لقد تعرضت للأذى من طرف قريش,0
إلى ماذا تعرض آل ياسر؟,الى القتل,0
إلى ماذا تعرض آل ياسر؟,تعرضوا إلى أشد أنواع العذاب,0
إلى ماذا تعرض آل ياسر؟,إلى الأذى,0
إلى ماذا تعرض آل ياسر؟,تعرضت أسرة آل ياسر إلى الأذى من طرف المشركين,0
إلى ماذا تعرض آل ياسر؟,إلى أشد أنواع العذاب,0
إلى ماذا تعرض آل ياسر؟,إلى التعذيب ثم القتل,0
إلى ماذا تعرض آل ياسر؟,قطعت أدنه,0
إلى ماذا تعرض آل ياسر؟,تعرضة الاسرة الى عذاب بالرمال مكة المحروقة.,0
إلى ماذا تعرض آل ياسر؟,للاذى,0
إلى ماذا تعرض آل ياسر؟,تعرض آل ياسر الى الاذى.,0
إلى ماذا تعرض آل ياسر؟,إلى العداب الشديد,0
إلى ماذا تعرض آل ياسر؟,إلى العنف ,0
إلى ماذا تعرض آل ياسر؟,إلى الأذى,0
إلى ماذا تعرض آل ياسر؟,الى الاذى من طرف آل مخزوم. ,0
إلى ماذا تعرض آل ياسر؟,تعرضوا إلى الأذى. ,0
إلى ماذا تعرض آل ياسر؟,إلى التعذيب ,0
إلى ماذا تعرض آل ياسر؟,,0
إلى ماذا تعرض آل ياسر؟,تعرض إلى الأسر و التعذيب,0
إلى ماذا تعرض آل ياسر؟,عدبو من طرف قريش,0
إلى ماذا تعرض آل ياسر؟,غضبَ عليهم مواليهم بنو مخزوم غضبًا شديدًا، وصاروا يعذِّبونهم ويصبُّون عليهم شتَّى أنواع العذاب,0
إلى ماذا تعرض آل ياسر؟,تعرض ال يا سر للتعذيب  والقتل و,0
إلى ماذا تعرض آل ياسر؟,إلى الاذى,0
إلى ماذا تعرض آل ياسر؟,إلى التعذيب,0
إلى ماذا تعرض آل ياسر؟,,0
إلى ماذا تعرض آل ياسر؟,إلى الاذى,0
إلى ماذا تعرض آل ياسر؟,تعرض آل ياسر إلى التعديب,0
إلى ماذا تعرض آل ياسر؟,الى التعديب,0
إلى ماذا تعرض آل ياسر؟,تعرض ال ياسر للأذى ,0
إلى ماذا تعرض آل ياسر؟,تعرضوا الإيذاء من طرف المشركين,0
إلى ماذا تعرض آل ياسر؟,الى التعديب,0
إلى ماذا تعرض آل ياسر؟,تعرضوا للتعذيب من طرف مواليهم بنوا مخزوم,0
إلى ماذا تعرض آل ياسر؟,تعرضو للأذى,0
إلى ماذا تعرض آل ياسر؟,الى التعديب,0
إلى ماذا تعرض آل ياسر؟,تعرض للأذى ,0
إلى ماذا تعرض آل ياسر؟,,0
إلى ماذا تعرض آل ياسر؟,تعرضوا آل ياسر إلى مثل ماتعرض له الرسول صلى الله عليه وسلم إذ كانوا يخرجون حميت الظهيرة فيعذبونه برمال مكة المحرقة.  ,0
إلى ماذا تعرض آل ياسر؟,للتعذيب,0
إلى ماذا تعرض آل ياسر؟,الى تعديب تحت المال محرقه,0
إلى ماذا تعرض آل ياسر؟,تعرضوا الى العذاب برمال المحرقة,0
إلى ماذا تعرض آل ياسر؟, ‏كانوا يعذبونهم برمال مكة المحرقة .,0
إلى ماذا تعرض آل ياسر؟,تعرضو للأذى من المشركين لأنهم أسلموا,0
إلى ماذا تعرض آل ياسر؟,تعرضو إلى الأذى من القوم المشركين,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,4,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,ثلاثة ,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,اثنان,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,3,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,3,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,هم 3 أفراد ,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,ثلاثة ,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,ثلاث,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,ثلاثةافراد وهم: عمار رضي الله عنه، سمية وياسر.,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,ثلاثة ,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,ثلاثة ,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,وسزسم,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,ثلاثة أشخاص ,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,3,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,ثلاثة افراد,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,ثلاثة أفراد ,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,ثلاثة أفراد,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,ثلاثة ,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,ثلاث افراد,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,ثلاثة أفراد ,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,3,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,ثلاثة.,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,ثلاثة,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,3اشخاص,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,ثلاثة أفراد.,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,أفراد آل ياسر الذين تعرضوا إلى الأذى  ثلاثة ,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,ياسر و سمية رضي الله عنهما,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,ياسر و سمية,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,3,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,عدد أفراد آل ياسر هو:الاب ياسر و الأم سمية و الإبن عمار ,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,اثنين,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,3افراد,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟, رضوان و عمار بن ياسر وامه و ابوه,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,الأب والأم,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,2,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,4,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,ثلاثة,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,ثلاثة افراد,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,اثنان,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,3,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟, ثلاتة أفراد,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,ثلاثة,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,إلاب و الأم سميه و عمار ,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,الأم و الأب و عمار ,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,عمار بن ياسر و امه و ابوه,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,عمار بن ياسر و امه و ابوه,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,اثنان,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,تلاثة,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,الاكثر ايذاء هم الوالدين ياسر و زوجته سمية.,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,3,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,٣ افراد ، عمار بن ياسر و ابوه و امه سمية .,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,3 اشخاص,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,3 وهم: سمية و عمار ابن ياسر و ياسر أبو عمر,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,تلاثة ٣,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,3 افراد. ,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,إنهم ثلاث أفراد. ,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,عمار بن و أبوه وأمه سمية,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,سمية-عماربن ياسر-ياسر أبو عمار,0
كم هم أفراد آل ياسر الذين تعرضوا للأذى ؟,ثلاتة اشخاص,0
